label,content
vaccine,發佈日期：2021-10-03                        中央流行疫情指揮中心今(3)日表示，針對某公司員工未依醫院公告對象逕行掛號預約第二劑莫德納疫苗，指揮中心籲請合約醫療院所如有以自有系統提供COVID-19疫苗預約接種，應以律定接種對象資格依序接種，並加強落實身分查核。指揮中心說明，有關合約醫療院所開放提供第一類至第三類人員接種第二劑莫德納疫苗，係由地方政府視疫苗庫存安排對象提供接種，合約醫療院所可依配送之疫苗劑量及醫院庫存，採滾動式開放預約，並於醫院自有掛號系統公告開放時間及對象。指揮中心指出，針對日前發生某公司員工未依合約醫療院所公告對象，逕行透過該院所官網掛號預約接種疫苗，該院考量雖已先行公告開放接種對象類別，然因該院所自有系統未能限制可預約對象為一至三類對象，造成民眾誤解。為避免造成疫苗施打時間延誤，該院評估在不影響其他一至三類公費對象接種權益的情況下，勉予同意現場42位間隔已滿十週以上之某公司員工接種，並同時緊急修正掛號說明，檢討後續公告作業流程。指揮中心說明，該合約醫療院所提供第一至三類人員接種第二劑莫德納疫苗，係符合地方政府可視疫苗庫存，調度安排疫苗使用，以使疫苗資源有效利用。但為避免民眾誤解並逕行利用各合約醫療院所自有系統預約等類似事件再次發生，已由地方政府針對合約醫療院所加強宣導，應以律定對象資格依序接種，並落實身分查核。指揮中心提醒，民眾如為地方政府造冊安排，或自行至地方政府指定合約醫療院所自有系統掛號預約接種COVID-19疫苗時，請依指揮中心及地方政府通知或公告，於符合接種資格時，再行前往接種。                    
vaccine,發佈日期：2022-06-24                        中央流行疫情指揮中心今(24)日表示，全球及國內COVID-19疫情仍持續，國際Omicron新型變異株繼續發生，對社區造成威脅，未完成接種 COVID-19疫苗之長者，染疫後發生重症和死亡的比例較高，為持續鼓勵長者接種，各地方政府提供65歲以上(含55歲至64歲原住民)尚未完成接種COVID-19疫苗民眾500元(含)以下衛教品及每人2劑快篩試劑措施延長至今(2022)年7月31日止。指揮中心呼籲尚未接種第1、2劑、基礎加強劑及第1與第2次追加劑COVID-19疫苗之長者，儘速完成接種，以獲得保護力。指揮中心指出，民眾可透過「COVID-19疫苗接種院所」(https://reurl.cc/7eW0AQ)，利用各地方政府衛生局提供「COVID-19疫苗接種院所資訊」，或「COVID-19疫苗接種院所地圖」，選擇住家或工作地附近之接種地點就近接種。另各縣市衛生局網頁均有彙整合約醫療院所接種資訊，提供民眾運用查詢。疫苗接種後可能發生副作用，通常輕微並於數天內消失，並隨年齡層增加而減少，若擔心接種疫苗後所產生之副作用可先與醫師討論，經諮詢評估選擇合適之疫苗接種。指揮中心提醒，請民眾前往接種COVID-19疫苗前，應備妥健保卡或其他可證明身分之證件，如為接種第2劑或追加劑COVID-19疫苗者，請記得攜帶「COVID-19疫苗接種紀錄卡」，並於接種前評估時，說明過往疫苗接種史，以利醫生評估。另近日天氣多變，對於近期身體具狀況或慢性病情不穩定者，請於身體狀況較穩定後就近前往接種。接種後亦請多加留意身體狀況，多喝水多休息，亦請家人協助注意，如有持續發燒超過48小時、嚴重過敏反應如呼吸困難、氣喘、眩暈、心跳加速、全身紅疹等不適症狀，應儘速就醫釐清病因。                    
vaccine,"發佈日期：2022-02-27                        中央流行疫情指揮中心今(27)日表示，今年第三批採購Moderna疫苗122.46萬劑，將於今日晚間抵達桃園國際機場，完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。本批效期至2022年8月5日。指揮中心說明，已於2021年7月22日與美國Moderna公司簽署2年共3,500萬劑COVID-19疫苗之供應合約，今年預定供應2,000萬劑疫苗，目前共有414.15萬劑到貨，分別為首批1月25日151.21萬劑、第二批2月15日140.48萬劑及本批122.46萬劑。                    "
vaccine,發佈日期：2021-11-03                        中央流行疫情指揮中心今(3)日表示，今日接獲屏東縣衛生局通報，轄內某醫療院所於今日上午為長者進行Moderna COVID-19疫苗第二劑接種，於上午時段結束後，發現其中88人誤接種為AZ疫苗。指揮中心說明，針對不慎接種兩劑不同廠牌疫苗之民眾，依據疫苗臨床試驗與國際相關指引及指揮中心所訂COVID-19 疫苗接種實務原則，不須再補接種疫苗，會再提ACIP委員會討論，諮詢專家意見。另民眾接種後，可能出現如接種部位疼痛、紅腫等常見副作用，目前針對該等個案已由衛生局持續督導該院所進行追蹤，關懷民眾身體狀況，並提供民眾諮詢窗口。此外，經衛生局初步調查瞭解，該合約醫療院所因疫苗出庫作業不慎，導致混有AZ疫苗，執行接種作業時亦未注意疫苗廠牌，對此衛生局與疾病管制署於今日緊急至現場查核了解醫療院所作業流程，並請該院所暫停接種作業，將待完善疫苗接種相關工作人員之各項疫苗接種教育訓練及建立改善及預防措施後，再評估該院所是否繼續提供COVID-19疫苗接種服務。指揮中心強調，各地方政府衛生局應加強督導轄內合約醫療院所疫苗接種作業，落實疫苗進出庫標準作業流程，相關工作人員也應熟稔疫苗外觀、及各項操作程序，接種疫苗時務必落實「三讀五對原則」（三讀：取藥時、給藥時、歸藥時必須核對；五對：藥名、病人名、給藥時間、給藥途徑、劑量），以避免接種誤失發生。                    
vaccine,發佈日期：2022-09-03                        疾病管制署(以下稱疾管署)今(3)日公布今(2022)年國內首例麻疹本土病例，為北部20多歲女性，8月12日腳上開始出現紅疹，但無其他症狀，8月19日至診所就醫，後因出疹持續增加且伴隨頭痛，8月31日再至醫院就醫並經檢驗後確診。個案於今日健康監測結束，目前仍有紅疹，已無不適症狀。因個案於暴露期間無出國史，故研判為今年首例國內感染病例，可能感染來源仍在調查中。疾管署說明，為防範疫情擴散，衛生單位已立即展開各項防疫調查工作，目前掌握接觸者5人，近期均無國外旅遊史，其中1名友人於8月29日出現紅疹，已安排採檢，餘4人無疑似症狀，將追蹤接觸者健康情形。另個案可傳染期間多待在住處，衛生單位亦持續調查是否有公共場所活動史及進行相關防治工作。依據疾管署統計資料顯示，此例個案同時為國內自2020年起首例病例；在國際疫情部分，全球今年迄今麻疹報告數明顯高於去年同期，過去12個月累計逾22國爆發大規模疫情(20例以上/百萬人)，以非洲及東地中海區域最為嚴峻，亞洲地區則以阿富汗疫情持續嚴峻，菲律賓部分地區疫情升高，美洲及歐洲部分國家則報告零星病例。另許多國家延遲推動第二劑疫苗，致疫苗覆蓋率不足，可能爆發大規模疫情，WHO建議各國積極落實疫苗接種，提升免疫覆蓋率、加強監測並預作因應準備。疾管署提醒，麻疹為高傳染性疾病，出疹前後4天均具傳染力，請醫師提高警覺，於病人就醫時，若發現麻疹疑似個案，應立即通報，以利衛生機關及時採取防治措施，避免疫情擴大。另民眾如有發燒、鼻炎、結膜炎、紅疹等症狀，應儘速就醫，並主動告知醫師相關旅遊及暴露史。疾管署呼籲，接種疫苗是預防麻疹最有效的方法，家中如有年滿1歲幼兒，請儘速至衛生所或預防接種合約院所接種疫苗；一般民眾（特別是1981年後出生的成人）近期如計劃前往流行地區，出國前2至4週可先就醫諮詢評估是否需要自費接種MMR疫苗；如為自然感染免疫者則不需再施打疫苗。相關資訊可至疾管署全球資訊網（https://www.cdc.gov.tw），或撥打免付費防疫專線1922（0800-001922）洽詢。                     
vaccine,發佈日期：2021-10-06                        中央流行疫情指揮中心今(6)日表示，為利疫苗資源有效利用，「COVID-19公費疫苗預約平臺」（https://1922.gov.tw/ ，以下簡稱預約平臺）第十期將於10月7日上午10時至10月7日下午6時止，增加開放「9月29日前意願登記BNT疫苗之63歲至61歲民眾[即1958/1/1(含) - 1960/12/31(含)間出生] (不含第9類對象)」，進行第一劑BNT疫苗預約，並預定於10月10日至10月14日施打。指揮中心說明，10月7日上午10時至10月7日下午6時，僅開放上述增加開放對象進行預約；符合上述預約資格者將於開放預約後，陸續收到提醒簡訊，請記得進行預約。後續將視疫苗供應期程調整接種場次，籲請民眾屆時準時前往接種。指揮中心提醒，預約平臺第十期前次(10月4日上午10時至10月5日下午4時止)已宣布之符合BNT疫苗預約資格對象，包含64歲以上民眾、18歲至63歲第9類對象以及18歲至22歲民眾，依原預約期程，已於10月5日下午4時停止預約及修改，總計約29.7萬人完成預約，並將於10月6日至10月14日施打。                    
vaccine,發佈日期：2021-10-06                        中央流行疫情指揮中心今(6)日表示，「COVID-19公費疫苗預約平臺」（https://1922.gov.tw/）已於今日中午12時停止意願登記進行結算，第11期預約將提供AZ疫苗第二劑及BNT疫苗第一劑接種，並採分流方式預約，相關說明如下: 一、 預約分流時間(本期預約提醒簡訊將於預約分流日前一天陸續發送，BNT：10月10日14時起、AZ：10月11日14時起)：1. BNT第一劑：10月11日上午10時至10月13日中午12時。2. AZ第二劑：10月12日上午10時至10月13日中午12時。二、 施打期間：10月15日至10月21日。三、 符合資格對象(於10月6日中午12時前完成意願登記)： 1. 7月22日(含)前已接種AZ第一劑之55歲至18歲民眾[即1966/1/1(含)-2003/10/15(含)間出生]，預約接種第二劑AZ疫苗。2. 7月30日(含)前已接種AZ第一劑之56歲以上民眾[即1965/12/31(含)前出生]，預約接種第二劑AZ疫苗。3.於10月6日前意願登記選擇BNT疫苗民眾之下列對象，接種第一劑：(1) 47歲以上民眾[即1974/12/31(含)前出生]。(2) 22-12歲民眾[即1999/1/1(含)-2009/10/15(含)間出生]。(3) 18歲以上第9類對象[即2003/12/31(含)前出生]。指揮中心說明，預約分流有助於讓預約過程更順暢，請符合上述預約資格民眾依期程分流進行預約。後續將視疫苗供應期程調整接種場次，籲請民眾屆時準時前往接種。另針對滿12歲至17歲(含)學生/青少年，請家長(監護人或關係人)於預約接種當日陪同學生/青少年至選擇之合約醫療院所或接種站，於現場簽署接種評估及意願書，完成COVID-19疫苗接種。指揮中心提醒，10月1日起亦開始接種流感疫苗，依衛生福利部傳染病防治諮詢會預防接種組(ACIP)建議，接種流感疫苗應與COVID-19疫苗間隔至少7天，請民眾前往接種COVID-19第二劑疫苗前，應備妥「COVID-19疫苗接種紀錄卡」及健保卡，並於接種前評估時說明過往疫苗接種史，以利醫生評估。                    
vaccine,"發佈日期：2022-04-27                        中央流行疫情指揮中心今(27)日表示，今(2022)年第五批採購Moderna疫苗137.16萬劑，將於今日下午抵達桃園國際機場，完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種，本批效期至今年7月3日。指揮中心說明，我國已於去（2021）年7月22日與美國Moderna公司簽署2年共3,500萬劑COVID-19疫苗的供應合約，今年預定供應2,000萬劑疫苗，目前共有571.35萬劑到貨，分別為首批1月25日151.21萬劑、第二批2月15日140.48萬劑、第三批2月27日122.46萬劑、第四批4月23日20.04萬劑及本批137.16萬劑。                    "
vaccine,發佈日期：2021-11-03                        疾病管制署今(3)日表示，有關新竹縣某衛生所發生4位幼兒接種過期流感疫苗一事，新竹縣政府衛生局已於第一時間了解，以及與幼兒家長聯繫說明並進行健康情形追蹤關懷，目前4位幼兒健康情形均良好，並已安排補接種流感疫苗。疾管署再次提醒合約院所，務必落實疫苗冷運冷藏管理及接種前三讀五對作業規範，以避免發生類似情事。疾管署說明，經初步調查，該衛生所係因將已屆期尚未銷毀之109年度流感疫苗誤認為110年度流感疫苗而接種於該些幼兒，於10月14日當日接種結束後經盤點時發現。衛生所第一時間已連繫幼兒家長說明，以及每日健康追蹤關懷連續14天，迄今幼兒健康情形均良好；另安排後續補種，目前已有2名幼兒補接種流感疫苗，其餘2名幼兒已排定接種日，將持續進行追蹤該些幼兒接種反應至少2週，以及主動關切並因應家長之需求。疾管署表示，依規定屆期疫苗應儘速銷毀，倘無法立即銷毀，合約院所應將已屆期疫苗明顯標示並與未屆期疫苗分開存放，避免誤用；接種前，應落實三讀五對。此外，為強化疫苗管理，除立即請各縣市衛生局確認轄區屆期流感疫苗已全數完成銷毀，亦加強屆期疫苗處理及查核機制，以及如發生接種異常事件之追蹤關懷及提供必要協助之相關處理流程，維護民眾接種安全。                    
vaccine,發佈日期：2022-06-24                        中央流行疫情指揮中心今(24)日宣布，因應國內COVID-19疫情及疫苗接種率提升，考量長照機構防疫及住民探視需求，自本即日(6月24日)起放寬全國住宿式長照機構訪客管制措施，並調整陪伴者/陪住者免除篩檢之疫苗劑次條件，相關說明如下：一、放寬全國住宿式長照機構訪客管制措施：(一)原限制臺北市、新北市、基隆市、桃園市、高雄市及花蓮縣住宿式長照機構除例外情形暫停探視，調整為全國住宿式長照機構有條件開放探視。(二)訪客應出具探視當日COVID-19抗原快篩(含家用抗原快篩)自費篩檢陰性證明，若為「完成COVID-19疫苗追加劑接種達14天(含)以上」或「確定病例符合解除隔離條件且距發病日或採檢陽性日(無症狀者適用)15天(含)以上至3個月內」，得免除篩檢。二、調整陪伴者/陪住者免除篩檢之疫苗劑次條件：(一)原規定陪伴者及陪住者應完成COVID-19疫苗基礎劑應接種劑次達14天(含)以上；機構內現有之陪住者如尚未完成疫苗基礎劑應接種劑次達14天(含)以上且無法替換，應每7天進行1次自費篩檢。(二)調整為陪伴者/陪住者免除篩檢之疫苗劑次條件為完成COVID-19疫苗追加劑達14天(含)以上。人員若曾經確診 COVID-19，解除隔離且距發病日或採檢陽性日（無症狀者適用）15天以上至3個月內，可免除篩檢。(三)未完成COVID-19疫苗追加劑達14天(含)以上之陪伴者應出具探視當日COVID-19抗原快篩(含家用抗原快篩)自費篩檢陰性證明；現有陪住者如尚未完成疫苗追加劑達14天(含)以上且無法替換，則應每7天進行1次自費篩檢(含家用抗原快篩)。除上述措施外，機構仍應遵循「衛生福利機構與榮譽國民之家因應COVID-19訪客管理作業原則」落實相關管理，包括：落實預約制、詢問TOCC及限制有感染症狀者進入、不同住民訪客間維持社交距離、探視期間全程佩戴口罩、鼓勵所有進入機構人員使用臺灣社交距離APP並於進入機構前出示該APP畫面等。指揮中心將持續監測國內外疫情發展，滾動修正相關應變策略。為降低住宿型長照傳播風險，疫情期間仍請民眾儘量避免不必要的探視，建議以視訊或電話方式替代實地探視；並請各類住宿式長照機構落實執行指揮中心公布之相關措施指引，鼓勵機構工作人員與住民儘速完成完整疫苗接種，以確保工作人員及住民健康安全。                     
vaccine,發佈日期：2022-12-21                        針對BNT代理商復星公司今(21)日發布聲明「未來訂單都是可以換成BNT次世代雙價疫苗」，指揮中心表示，指揮中心曾於今(2022)年10月7日詢問BNT及復星公司，能否將尚未到貨之110萬劑兒童劑型疫苗換為次世代疫苗兒童劑型，當時復星公司回覆無此彈性。今日對於這樣的政策轉變，指揮中心表示感謝。指揮中心強調，現今國內次世代疫苗尚有400萬劑，次世代疫苗訂單也仍有1500萬劑可供使用，依照每日疫苗接種人數僅2至3萬人次計算，庫存量尚且充足。未來若有需求，一定會將BNT次世代疫苗列入明年疫苗採購考量。指揮中心呼籲，接種次世代疫苗追加劑對BA.5等變異株仍具保護力，可降低因感染COVID-19造成之重症、住院或死亡風險，請民眾儘速接種。                    
vaccine,"發佈日期：2021-11-06                        中央流行疫情指揮中心今(6)日表示，AstraZeneca疫苗約59.4萬劑預定於今日晚間抵達桃園國際機場，待完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。指揮中心指出，該中心係於去(2020)年10月30日與臺灣阿斯特捷利康公司簽署1,000萬劑COVID-19疫苗供應合約，截至目前總計已約712萬劑到貨，分別為3月3日11.7萬劑、7月7日62.6萬劑、7月15日56萬劑、7月27日58.2萬劑、8月12日52.4萬劑、8月27日26.5萬劑、8月31日59.5萬劑、9月10日45.8萬劑、9月17日64萬劑、9月30日65.6萬劑、10月13日136萬劑、11月4日14.2萬劑，及本次提供第十三批59.4萬疫苗。本次提供的疫苗係為多劑型包裝(每瓶10人份)，需存放於2-8℃的環境，依臨床試驗每人需施打2劑，本批效期至2021年11月30日。                    "
vaccine,"發佈日期：2022-01-27                        中央流行疫情指揮中心今(27)日表示，台積電、鴻海暨永齡基金會、慈濟基金會共同捐贈的第十七批BNT疫苗91.84萬劑，已於今日上午順利運抵桃園國際機場，並在完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業。指揮中心說明，由台積電、鴻海暨永齡基金會、慈濟基金會共同捐贈的1500萬劑BNT疫苗已全數到貨，總計1,520.76萬劑，多送20.76萬劑，分別為首批9月2日93.24萬劑、第二批9月9日91.03萬劑、第三批9月30日54萬劑、第四批10月1日67.27萬劑、第五批10月4日27萬劑、第六批10月7日88.92萬劑、第七批10月8日88.92萬劑、第八批10月14日82.7萬劑、第九批10月28日89.62萬劑、第十批10月29日91.03萬劑、第十一批11月5日83.07萬劑、第十二批11月12日92.66萬劑、第十三批11月25日93.83萬劑、第十四批12月9日192.35萬劑、第十五批12月30日93.83萬劑，第十六批1月21日99.45萬，以及本批91.84萬劑。本批疫苗效期至2022年5月25日，將由指揮中心統籌運用，儘速提供民眾接種。對於台積電、鴻海暨永齡基金會、慈濟基金會三間企業和民間團體積極協助，提供更多的疫苗讓民眾接種，加速提升臺灣疫苗覆蓋率，指揮中心再次表達由衷的謝意。                    "
vaccine,"發佈日期：2022-06-16                        中央流行疫情指揮中心今(16)日表示，為瞭解全國年齡別與地理區域之COVID-19血清陽性率變動趨勢，疾病管制署(以下稱疾管署)參考WHO調查指引，以及國際主要機構分析COVID-19血清流行病學之方法，將進行「我國新型冠狀病毒（SARS-CoV-2）血清流行病學調查與長期趨勢分析計畫」，俾利作為調整防治政策上的參考依據。指揮中心說明，為瞭解今(2022)年4月份起爆發較大規模本土Omicron疫情期間，社區是否存在隱形傳播鏈，並建構全國COVID-19血清流病監測機制，前述計畫將與「醫療財團法人台灣血液基金會」(以下稱血液基金會)合作，針對今年1月至6月收受之全國各捐血中心之血清存檔樣本，依各縣市人口、性別、年齡比例進行分層隨機抽樣，每2週1次，每次3,000-3,500件，預計抽樣36,000件檢體；該時段有捐血的民眾被抽到之機率約3-4%。考量目前國人可捐血年齡群(17-65歲)中，至少接種1劑新冠疫苗接種率已近90％，難以透過抗棘蛋白抗體(anti-Spike protein)陽性結果，辨別屬疫苗接種誘發或病毒感染後產生，因此，本計畫僅進行SARS-CoV-2病毒抗核蛋白抗體(anti-Nucleocapsid protein)檢測。指揮中心進一步說明，本計畫為保護捐血人個資，血液基金會於抽樣後，僅提供匿名資料與血清存檔樣本給疾管署進行後續檢驗與資料統計分析。抽樣檔案將由血液基金會按程序銷毀，血液基金會或疾管署均無法辨識或回溯特定捐血人檢體檢測結果，故無法將檢驗結果通知特定捐血人，亦無法提供查詢。指揮中心指出，加入或退出此計畫不會影響捐血人現有任何權益，亦不會被特別註記。該計畫經疾管署人體研究倫理審查會審查通過，採用選擇退出(opt out)的方式，以確保受試者的自主權。若有曾於該段時間捐血之捐血人欲退出本計畫，請於今年6月30日前致電1922並請留下相關資料(血袋號碼，或提供姓名、身分證字號及生日)；或請以書面方式寄送相關資料至台北市中正區林森南路6號疾病管制署疫情中心(新冠病毒血清流行病學調查與長期趨勢分析計畫)，後續由血液基金會於檢體抽樣前排除。                    "
vaccine,發佈日期：2021-10-29                        接種疫苗為幼兒預防各項傳染性疾病的重要方法，為宣導國內兒童按時接種常規疫苗，疾病管制署今（29）日於官方臉書粉絲專頁「疾病管制署─1922防疫達人」舉辦「寶寶疫苗GO！爸媽揪安心」直播活動，邀請超級型男奶爸JR紀言愷和防疫醫師魏欣怡，一同與粉絲分享接種常規疫苗的重要性及注意事項。紀言愷在直播中和觀眾分享，他都會按照常規疫苗接種時程定時帶女兒前往施打疫苗，雖然看到女兒打針時大哭，為人父母肯定多少會感到心疼，但接種疫苗仍是保護孩子預防傳染病的重要方法，所以也提醒各位爸爸媽媽們一定要帶家中小孩按時接種疫苗，讓孩子獲得保護力，守護孩子的健康。除了分享各項兒童常規疫苗的種類及重要性，魏欣怡防疫醫師也在直播中分享兒童接種疫苗時的注意事項，包含兒童在接種完疫苗後，如遇發燒、接種部位局部紅腫等不適症狀時，家長該如何應對；並於直播中向家長分享現行提供兒童預防接種服務的相關單位，以及前往接種時應攜帶的文件。疾病管制署呼籲，為及早讓幼兒形成傳染性疾病的保護力，家長應依照「兒童健康手冊」時程，按時帶小孩前往全國提供預防接種服務之衛生所或合約院所接種疫苗，讓寶貝更健康。「兒童健康手冊」及常規疫苗相關資訊可至疾管署全球資訊網（http://www.cdc.gov.tw）「預防接種專區」瀏覽，或是上Line@疾管家「常規疫苗何時打」專區，獲取更多嬰幼兒疫苗相關資訊。疾管署同時在直播中舉辦抽獎活動，獎品包括紫外線消毒烘乾機1組以及1000元禮物卡2組，民眾只要在活動期間於直播貼文寫下指定留言，就可參加抽獎，相關活動辦法可至「疾病管制署-1922防疫達人」臉書粉絲專頁瀏覽(https://www.facebook.com/TWCDC/)。                     
vaccine,發佈日期：2022-04-22                        中央流行疫情指揮中心今(22)日指出，因應國內COVID-19疫情進入社區流行階段，為防範疾病於醫療機構傳播、保全醫療量能，即日(4月22日)起調整醫院探病管制措施，相關說明如下：一、探病規定：(一)臺北市、新北市、基隆市、桃園市、高雄市、花蓮縣之醫院，除例外情形外，暫停探病。例外情形包括病人實施手術、侵入性檢查或治療等，須由家屬陪同，或依法規須家屬親自簽署同意書或文件；或急診、加護病房或安寧病房等特殊單位，因應病人病情說明之需要；或其他因病情惡化、醫療處置需要或其他特殊原因等情形，經評估有必要探病且經醫療機構同意等情形。(二)其餘縣市之醫院除例外情形外，維持加護病房、安寧病房、呼吸照護病房(包含RCC)、精神科病房、慢性病房及兒童病房等區域，及有身心障礙、病況危急者，得開放探病。探病時段為每日固定1時段，每名住院病人每次至多2名訪客為原則。二、其他規定：(一)所有探病者應出具探視當日採檢之抗原快篩(含家用快篩)自費篩檢陰性證明。(二)若為「完成COVID-19疫苗追加劑接種達14天(含)以上」或「確定病例符合檢驗解除隔離條件且距發病日3個月內」，得免除篩檢。(三)探病者須不具COVID-19相關症狀、未曾接觸確診個案或具相關公共場所活動史，且進入醫院務必全程佩戴口罩、遵循呼吸道衛生與咳嗽禮節及落實手部衛生。指揮中心提醒，由於醫院屬於高感染傳播風險場域，疫情期間儘量避免不必要的探病，建議以視訊或電話方式替代實地探視。為強化醫院感染管制，指揮中心籲請探病者儘速完成疫苗追加劑接種，並鼓勵探病者使用「臺灣社交距離APP」，民眾於進入醫院時，出示APP畫面，得免用其它實聯制措施，以保障自身及病人健康安全。另醫院相關管理規定，將視疫情發展滾動式修正。                    
vaccine,"發佈日期：2021-09-18                        中央流行疫情指揮中心今(18)日表示，「COVID-19公費疫苗預約平臺」第九期可接種疫苗為BNT疫苗及高端疫苗，預約接種時間為今(2021)年9月20日10時至9月22日12時止。符合本期預約資格者，將於開放預約後，陸續收到提醒簡訊，請記得進行預約。另高端疫苗施打期程調整自9月27日至10月2日提供接種，BNT疫苗施打期間則維持原訂9月25日至10月2日提供接種。指揮中心說明，第九期符合預約資格對象及意願登記情形如下(依9月17日中午意願結算結果)：一、「18至22歲」、「所有65歲以上」、「第九類40歲以上」，且意願登記選擇BNT民眾，預約接種BNT疫苗第一劑，共計910,184人。二、「9月28日(含)前符合高端疫苗第二劑接種間隔滿4週以上民眾」，預約接種高端疫苗第二劑，共計652,833人。指揮中心提醒，民眾前往接種高端第二劑疫苗前，請備妥「COVID-19疫苗接種紀錄卡」及「健保卡」，若「COVID-19疫苗接種紀錄卡」已遺失，請民眾返回第一劑接種之醫療院所申請補發，以順利完成第二劑接種。於接種前，接種單位需核對民眾身分資料、主動詢問民眾疫苗接種史，檢視民眾「COVID-19疫苗接種紀錄卡」紀錄及「健保卡」註記貼紙資料，如均無相關接種證明或資訊者，除可使用網路連線「全國性預防接種資訊管理系統」(NIIS)查詢子系統查詢疫苗接種史，合約醫療院所亦可透過雲端藥歷系統等連結查詢，以確認疫苗接種間隔及廠牌是否符合規範。                    "
vaccine,發佈日期：2022-08-19                        中央流行疫情指揮中心今(19)日表示，今(2022)年第一批採購Pfizer-BioNTech幼兒劑型疫苗127.68萬劑，於今日上午抵達桃園國際機場，完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，檢驗封緘預估8月26日完成，預計8月27日起配送各縣市政府，再提供給6個月至4歲幼兒基礎劑接種使用。本批效期至2023年4月30日。指揮中心指出，已於今年7月21日與香港復星公司及德國BioNTech公司簽署COVID-19疫苗供應協議第一次修正合約，並與美國Pfizer公司及德國BioNTech公司簽署兒童疫苗補充協議第一次修正合約，預定供應190萬劑幼兒劑型及110萬劑兒童劑型疫苗做為幼兒基礎劑(3劑)及兒童基礎劑(2劑)或追加劑使用。                    
vaccine,發佈日期：2021-12-05                        中央流行疫情指揮中心今(5)日表示，考量目前國內已持續提升COVID-19疫苗接種量能，為積極防範國際疫情嚴峻及新型變異株威脅，降低社區傳播風險，自111年1月1日起，教育部、經濟部、勞動部及衛生福利部業管之部分場所(域)防疫指引(如附表)將強化COVID-19疫苗接種規範，以嚴守社區防線。規範原則如下：一、所有工作人員/從業人員皆應接種COVID-19疫苗2劑且滿14天，復業及新進人員於首次服務前，應同時提供自費3日內抗原快篩(含家用快篩)或PCR檢驗陰性證明。二、倘人員曾為COVID-19確診個案，且持有3個月內由衛生機關開立之解除隔離通知書者，可暫免檢具COVID-19疫苗接種證明。惟於首次服務前，仍應提供自費3日內PCR檢驗陰性證明，並應於解除隔離滿3個月後，儘速完整COVID-19疫苗接種。三、倘人員經醫師評估且開立不建議施打COVID-19疫苗證明或個人因素無法施打者，於首次服務前，應提供自費3日內PCR檢驗陰性證明，後續須每週1次自費抗原快篩(含家用快篩)或PCR檢驗陰性後，始得提供服務。指揮中心強調，為確保相關場所(域)人員自111年1月1日起能符合上開規範，請相關場所(域)鼓勵未完整COVID-19疫苗接種之工作人員及從業人員，儘速於110年12月17日前完整接種疫苗2劑。各相關部會亦將加強查核，倘場所(域)尚有未完整COVID-19疫苗接種之人員，業者須限期改善，並依各主管機關所訂之防疫指引規定辦理。                    
vaccine,發佈日期：2022-08-29                        中央流行疫情指揮中心今(29)日表示，今(2022)年第二批採購Pfizer-BioNTech成人劑型疫苗60.255萬劑，於今日上午抵達桃園國際機場，完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。本批效期至2023年3月21日，將優先提供給12-17歲青少年接種追加劑使用。指揮中心指出，已於今年4月28日及7月21日與香港復星公司及德國BioNTech公司簽署COVID-19疫苗供應協議及第一次修正合約，並與美國Pfizer公司及德國BioNTech公司簽署兒童疫苗補充協議及第一次修正合約，供應330萬劑兒童劑型、190萬劑幼兒劑型及180萬劑成人劑型疫苗，並視需求擴充400萬劑成人劑型疫苗，以因應SARS-CoV-2變異病毒株之威脅。目前共計到貨220.32萬劑兒童劑型、127.2萬劑幼兒劑型、246.051萬劑成人劑型疫苗。                    
